"nr_num_infection_masks","d_completed","cd_regio"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","BRU"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","WAL"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","WAL"
"","2020-03-24","WAL"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","WAL"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-24","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","WAL"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","WAL"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","WAL"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","BRU"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","WAL"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","WAL"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-25","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","BRU"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","WAL"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-26","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","BRU"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","WAL"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-27","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-28","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-29","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","BRU"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","WAL"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
"","2020-03-30","VLA"
